"","Chapter","Verse_Number","Text","Text_clean"
"1",3,1,"Achaan da, ana Buulus al-gaa’id fi l-sijin achaan nitaabi’ al-Masiih Isa wa niballikh bichaartah leeku intu al-ma Yahuud, ana nas’al leeku Allah.","achaan da ana buulus algaaid fi lsijin achaan nitaabi almasiih isa wa niballikh bichaartah leeku intu alma yahuud ana nasal leeku allah"
"2",3,2,"Wa akiid, simi’tu be ni’mat Allah al-gaa’ide foogi le nisawwi al-khidme al-Allah kallafaani beeha fi chaanku.","wa akiid simitu be nimat allah algaaide foogi le nisawwi alkhidme alallah kallafaani beeha fi chaanku"
"3",3,3,"Wa khidimti tukhuss sirr Allah al-bayyanah leyi fi ru’ya. Wa gibeel katabt leeku minnah.","wa khidimti tukhuss sirr allah albayyanah leyi fi ruya wa gibeel katabt leeku minnah"
"4",3,4,"Wakit tagru kalaami da, tafhamo al-ilim al-ligiitah min sirr Allah al-bukhuss al-Masiih.","wakit tagru kalaami da tafhamo alilim alligiitah min sirr allah albukhuss almasiih"
"5",3,5,"Fi kulla l-wakit al-faat, Allah ma bayyan al-kalaam da le Bani Adam laakin fi l-wakit al-haadir bayyanah be l-Ruuh al-Khudduus le l-rusul wa l-anbiya al-saalihiin al-rassalaahum.","fi kulla lwakit alfaat allah ma bayyan alkalaam da le bani adam laakin fi lwakit alhaadir bayyanah be lruuh alkhudduus le lrusul wa lanbiya alsaalihiin alrassalaahum"
"6",3,6,"Wa daahu sirr Allah, be bichaarat al-Masiih, al-umam yabgo wurraas sawa ma’a l-Yahuud. Yabgo umma waahide al-hi jisim al-Masiih. Wa khalaas fi l-Masiih, humman yichaaruku fi l-baraka al-Allah waa’ad beeha.","wa daahu sirr allah be bichaarat almasiih alumam yabgo wurraas sawa maa lyahuud yabgo umma waahide alhi jisim almasiih wa khalaas fi lmasiih humman yichaaruku fi lbaraka alallah waaad beeha"
"7",3,7,"Allah nazzal foogi ni’matah wa ja’alaani khaddaamah be gudurtah achaan niballikh al-bichaara di.","allah nazzal foogi nimatah wa jaalaani khaddaamah be gudurtah achaan niballikh albichaara di"
"8",3,8,"Wa min kulla l-saalihiin, ana bas al-sakhayyar wa laakin Allah antaani ni’ma wa kallafaani ana be ballikhiin al-bichaara le l-umam wa nibachchirhum be barakat al-Masiih al-ma indaha hadd.","wa min kulla lsaalihiin ana bas alsakhayyar wa laakin allah antaani nima wa kallafaani ana be ballikhiin albichaara le lumam wa nibachchirhum be barakat almasiih alma indaha hadd"
"9",3,9,"Wa rassalaani achaan nifassir le kulla l-naas ma’ana sirr Allah. Wa Allah al-khaalig kulla cheyy hafad al-sirr da le nafsah fi kulla l-zaman al-faat.","wa rassalaani achaan nifassir le kulla lnaas maana sirr allah wa allah alkhaalig kulla cheyy hafad alsirr da le nafsah fi kulla lzaman alfaat"
"10",3,10,"Wa hikmat Allah wasii’e wa ajiibe. Wa fi l-zaman al-haadir, Allah yidoor yiwassif hikmatah be amalah fi usut ummat al-Masiih achaan kulla l-hukkaam wa l-kubaaraat al-gaa’idiin fi l-samaawaat yichiifuuha wa yafhamooha.","wa hikmat allah wasiie wa ajiibe wa fi lzaman alhaadir allah yidoor yiwassif hikmatah be amalah fi usut ummat almasiih achaan kulla lhukkaam wa lkubaaraat algaaidiin fi lsamaawaat yichiifuuha wa yafhamooha"
"11",3,11,"Wa di bas niiyit Allah min al-bidaaya al-tammamaaha be l-Masiih Isa Rabbina.","wa di bas niiyit allah min albidaaya altammamaaha be lmasiih isa rabbina"
"12",3,12,"Wa be sabab alaakhitna ma’a l-Masiih wa iimaanna beyah, indina chajaa’a achaan na’abudu Allah bala chakak.","wa be sabab alaakhitna maa lmasiih wa iimaanna beyah indina chajaaa achaan naabudu allah bala chakak"
"13",3,13,"Wa achaan kulla l-kalaam da, natlub minku ma tahzano leyi fi su’uubaati. Ana gaa’id nat’ab misil da fi chaanku intu wa da yabga le faayditku al-majiide.","wa achaan kulla lkalaam da natlub minku ma tahzano leyi fi suuubaati ana gaaid natab misil da fi chaanku intu wa da yabga le faayditku almajiide"
"14",3,14,"Wa achaan da, nasjud giddaam Abuuna Allah.","wa achaan da nasjud giddaam abuuna allah"
"15",3,15,"Wa hu abu al-abbahaat le kulla jamaa’tah al-fi l-samaawaat wa l-ard.","wa hu abu alabbahaat le kulla jamaatah alfi lsamaawaat wa lard"
"16",3,16,"Wa nas’alah achaan yantiiku baraka min al-khina al-indah fi l-majd wa yantiiku gudra wa yigawwi guluubku be l-Ruuh al-Khudduus.","wa nasalah achaan yantiiku baraka min alkhina alindah fi lmajd wa yantiiku gudra wa yigawwi guluubku be lruuh alkhudduus"
"17",3,17,"Wa khalli al-Masiih yaskun fi guluubku be iimaanku. Wa khalli al-mahabba tabga leeku misil ga’ar wa asaas lahaddi tisawwu kulla cheyy be l-mahabba.","wa khalli almasiih yaskun fi guluubku be iimaanku wa khalli almahabba tabga leeku misil gaar wa asaas lahaddi tisawwu kulla cheyy be lmahabba"
"18",3,18,"Wa misil da, talgo al-gudra al-beeha tafhamo ma’a kulla l-saalihiin kadar mahabbat al-Masiih wasii’e bilheen wa kabiire bilheen wa ma indaha hadd.","wa misil da talgo algudra albeeha tafhamo maa kulla lsaalihiin kadar mahabbat almasiih wasiie bilheen wa kabiire bilheen wa ma indaha hadd"
"19",3,19,"Wa be misil da, ta’arfu mahabbitah al-faayte kulla l-ilim. Wa barakat Allah al-kaamile tamla guluubku marra waahid.","wa be misil da taarfu mahabbitah alfaayte kulla lilim wa barakat allah alkaamile tamla guluubku marra waahid"
"20",3,20,"Wa l-hamdulillah. Be gudurtah al-gaa’ide foogna, Allah yagdar yisawwi ziyaada min kulla cheyy al-nas’alooh minnah wa ziyaada bilheen min ayyi cheyy al-gaa’id fi fikirna.","wa lhamdulillah be gudurtah algaaide foogna allah yagdar yisawwi ziyaada min kulla cheyy alnasalooh minnah wa ziyaada bilheen min ayyi cheyy algaaid fi fikirna"
"21",3,21,"Wa khalli yimajjudu Allah daayman fi ust al-umma wa fi l-Masiih Isa ila l-abad. Aamiin.","wa khalli yimajjudu allah daayman fi ust alumma wa fi lmasiih isa ila labad aamiin"
